#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 42600.000000 1.284834 1.661410 0.182153
 42700.000000 1.278652 1.912036 0.380215
 42800.000000 1.128997 1.665146 0.306997
 42900.000000 1.167995 1.695585 0.406128
 43000.000000 1.276564 1.773657 0.444509
 43100.000000 1.088872 1.669060 0.157168
 43200.000000 1.134790 1.544621 0.371714
 43300.000000 1.142046 1.325259 0.349122
 43400.000000 1.240427 1.637473 0.410819
 43500.000000 1.123181 1.896134 0.281393
 43600.000000 1.276787 1.791751 0.403098
 43700.000000 1.215314 1.723360 0.458993
 43800.000000 1.151213 1.791796 0.519846
 43900.000000 1.222021 1.890827 0.273539
 44000.000000 1.210750 1.959170 0.414196
 44100.000000 1.122957 1.653522 0.370554
 44200.000000 1.154065 1.717967 0.365885
 44300.000000 1.120514 1.768299 0.421955
 44400.000000 1.243357 1.743405 0.254913
 44500.000000 1.428885 1.905851 0.409862
 44600.000000 1.394011 1.747632 0.238810
 44700.000000 1.363614 1.936178 0.297088
 44800.000000 1.493902 1.971395 0.432366
 44900.000000 1.456549 1.997581 0.314743
 45000.000000 1.349435 2.002079 0.245872
 45100.000000 1.431179 1.901169 0.225334
 45200.000000 1.336187 1.908206 0.312014
 45300.000000 1.404756 1.850519 0.312226
 45400.000000 1.492105 1.892678 0.374452
 45500.000000 1.587504 1.882039 0.529301
 45600.000000 1.368570 1.942853 0.365502
 45700.000000 1.589439 2.018714 0.275104
 45800.000000 1.641826 2.015440 0.377404
 45900.000000 1.526482 1.944120 0.440873
 46000.000000 1.528990 1.951084 0.571519
 46100.000000 1.607372 1.962037 0.511749
 46200.000000 1.501642 2.055636 0.262708
 46300.000000 1.490620 2.166874 0.765520
 46400.000000 1.324515 1.828220 0.389053
 46500.000000 1.296736 1.701740 0.379501
 46600.000000 1.126958 1.812274 0.312010
 46700.000000 1.238445 1.530183 0.413179
 46800.000000 1.221036 1.662264 0.445860
 46900.000000 1.307448 1.481565 0.416745
 47000.000000 1.246473 1.529764 0.293645
 47100.000000 1.155521 1.501885 0.403009
 47200.000000 1.064317 1.432983 0.272691
 47300.000000 1.024099 1.463084 0.366699
 47400.000000 1.050284 1.286938 0.346716
 47500.000000 1.047561 1.486045 0.455437
 47600.000000 0.979850 1.513069 0.548759
 47700.000000 1.056253 1.343152 0.327175
 47800.000000 1.022559 1.338282 0.318586
 47900.000000 1.073697 1.332576 0.183938
 48000.000000 1.101708 1.381725 0.434927
 48100.000000 1.102432 1.235442 0.282492
 48200.000000 1.069457 1.318015 0.307605
 48300.000000 1.128118 1.403917 0.365748
 48400.000000 1.087640 1.177121 0.262601
 48500.000000 1.092433 1.383382 0.384040
 48600.000000 1.106503 1.367553 0.266017
 48700.000000 1.017878 1.434805 0.382185
 48800.000000 1.083403 1.360584 0.284110
 48900.000000 0.997859 1.262124 0.292328
 49000.000000 1.220830 1.427370 0.432602
 49100.000000 1.112230 1.312884 0.335514
 49200.000000 1.164404 1.504678 0.266012
 49300.000000 1.114158 1.374065 0.207202
 49400.000000 1.043671 1.455477 0.255798
 49500.000000 1.116186 1.397637 0.286806
 49600.000000 0.965862 1.231692 0.096209
 49700.000000 1.017709 1.069719 0.217015
 49800.000000 1.117863 1.316064 0.367102
 49900.000000 1.028455 1.243190 0.226977
 50000.000000 1.104266 1.464959 0.362967
 50100.000000 1.024929 1.212415 0.263408
 50200.000000 1.161623 1.459556 0.257685
 50300.000000 1.041432 1.180920 0.261668
 50400.000000 1.025389 1.351909 0.317181
 50500.000000 1.049169 1.274020 0.332465
 50600.000000 1.038118 1.134014 0.288403
