#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 41800.000000 1.221296 -1.683051 -2.763268
 41900.000000 1.230633 -1.628413 -2.709125
 42000.000000 1.303299 -1.617080 -2.779910
 42100.000000 1.209508 -1.635844 -2.943544
 42200.000000 1.247415 -1.724649 -2.801767
 42300.000000 1.259578 -1.655144 -2.644672
 42400.000000 1.222585 -1.506205 -2.694108
 42500.000000 1.149252 -1.763917 -2.892271
 42600.000000 1.119370 -1.709042 -2.726420
 42700.000000 1.235381 -1.728759 -2.621675
 42800.000000 1.234707 -1.583717 -2.628516
 42900.000000 1.215370 -1.563415 -2.461282
 43000.000000 1.296306 -1.809617 -2.805020
 43100.000000 1.317310 -1.762394 -2.461657
 43200.000000 1.291922 -1.642483 -2.446694
 43300.000000 1.267601 -1.481609 -2.510162
 43400.000000 1.279492 -1.580669 -2.564840
 43500.000000 1.270804 -1.575337 -2.598863
 43600.000000 1.357444 -1.405242 -2.433405
 43700.000000 1.356475 -1.481922 -2.578822
 43800.000000 1.246904 -1.580659 -2.567103
 43900.000000 1.326960 -1.438884 -2.536473
 44000.000000 1.239756 -1.580983 -2.500781
 44100.000000 1.230531 -1.518614 -2.594294
 44200.000000 1.264533 -1.608985 -2.657167
 44300.000000 1.196710 -1.460741 -2.647077
 44400.000000 1.302077 -1.389812 -2.535957
 44500.000000 1.283555 -1.492659 -2.506317
 44600.000000 1.285611 -1.430380 -2.432838
 44700.000000 1.256842 -1.540359 -2.588640
 44800.000000 1.221943 -1.601020 -2.739601
 44900.000000 1.292822 -1.479143 -2.580092
 45000.000000 1.244033 -1.592669 -2.523407
 45100.000000 1.260079 -1.504585 -2.639836
 45200.000000 1.216578 -1.500156 -2.624266
 45300.000000 1.255376 -1.446760 -2.529972
 45400.000000 1.288624 -1.418028 -2.585850
 45500.000000 1.292200 -1.422194 -2.464254
 45600.000000 1.154439 -1.674096 -2.765156
 45700.000000 1.293438 -1.635611 -2.593227
 45800.000000 1.418306 -1.472697 -2.650445
 45900.000000 1.280617 -1.498716 -2.489437
 46000.000000 1.255122 -1.523772 -2.678324
 46100.000000 1.389822 -1.466906 -2.648386
 46200.000000 1.263265 -1.530435 -2.531096
 46300.000000 1.330893 -1.461429 -2.715867
 46400.000000 1.295703 -1.448634 -2.638781
 46500.000000 1.246347 -1.564579 -2.708643
 46600.000000 1.188733 -1.564244 -2.563033
 46700.000000 1.255785 -1.557835 -2.634485
 46800.000000 1.203703 -1.266309 -2.573538
 46900.000000 1.194781 -1.364332 -2.448104
 47000.000000 1.277350 -1.673035 -2.621993
 47100.000000 1.288002 -1.675476 -2.546039
 47200.000000 1.161497 -1.577317 -2.708960
 47300.000000 1.151725 -1.577532 -2.910949
 47400.000000 1.218061 -1.383364 -2.802343
 47500.000000 1.265802 -1.547243 3.124188
 47600.000000 1.221797 -1.533966 -2.874870
 47700.000000 1.308333 -1.622520 -2.640896
 47800.000000 1.243196 -1.511696 -2.581553
 47900.000000 1.277657 -1.486207 -2.492624
 48000.000000 1.249502 -1.532776 -2.507498
 48100.000000 1.230354 -1.674048 -2.621484
 48200.000000 1.269086 -1.483405 -2.584587
 48300.000000 1.248227 -1.532040 -2.559069
 48400.000000 1.373641 -1.504646 -2.638673
 48500.000000 1.205356 -1.454815 -2.661403
 48600.000000 1.320890 -1.284713 -2.543383
 48700.000000 1.281723 -1.507464 -2.669716
 48800.000000 1.347997 -1.254932 -2.457832
 48900.000000 1.318321 -1.414807 -2.425370
 49000.000000 1.333337 -1.389845 -2.395327
 49100.000000 1.410187 -1.404696 -2.384984
 49200.000000 1.307934 -1.542042 -2.402920
 49300.000000 1.304095 -1.504564 -2.583502
 49400.000000 1.197768 -1.487718 -2.407913
 49500.000000 1.328080 -1.608238 -2.408030
 49600.000000 1.310024 -1.395140 -2.506281
 49700.000000 1.456756 -1.367242 -2.430331
 49800.000000 1.235639 -1.450265 -2.456326
 49900.000000 1.304144 -1.389006 -2.455841
 50000.000000 1.453197 -1.413709 -2.522124
 50100.000000 1.321873 -1.396139 -2.454560
 50200.000000 1.295734 -1.649486 -2.439871
 50300.000000 1.435072 -1.507988 -2.544063
 50400.000000 1.410325 -1.475309 -2.477440
 50500.000000 1.419519 -1.389011 -2.462124
 50600.000000 1.648355 -1.242451 -2.661333
 50700.000000 1.344282 -1.283899 -2.512259
 50800.000000 1.216088 -1.494777 -2.536415
 50900.000000 1.076631 -1.393386 -2.472231
 51000.000000 1.219172 -1.419669 -2.497997
 51100.000000 1.239368 -1.422626 -2.543496
 51200.000000 1.231464 -1.453306 -2.585353
 51300.000000 1.173241 -1.506616 -2.494569
 51400.000000 1.197650 -1.429973 -2.386035
 51500.000000 1.068041 -1.635209 -2.580321
 51600.000000 1.228144 -1.395514 -2.524430
 51700.000000 1.236109 -1.546858 -2.547868
 51800.000000 1.308551 -1.566169 -2.524448
 51900.000000 1.221594 -1.468422 -2.426801
 52000.000000 1.291682 -1.411164 -2.415260
 52100.000000 1.114656 -1.569802 -2.500560
 52200.000000 1.223524 -1.459577 -2.449747
 52300.000000 1.257655 -1.465556 -2.428120
 52400.000000 1.192083 -1.477030 -2.485146
 52500.000000 1.202137 -1.513084 -2.601701
 52600.000000 1.120618 -1.449322 -2.506070
 52700.000000 1.192720 -1.499286 -2.606810
 52800.000000 1.226164 -1.475146 -2.571035
 52900.000000 1.200911 -1.466598 -2.641751
 53000.000000 1.217147 -1.466009 -2.559472
 53100.000000 1.182522 -1.304109 -2.448974
 53200.000000 1.246272 -1.457124 -2.518141
 53300.000000 1.278169 -1.512190 -2.522849
 53400.000000 1.220160 -1.501117 -2.475104
 53500.000000 1.293332 -1.368069 -2.358271
 53600.000000 1.203521 -1.458847 -2.446618
 53700.000000 1.253606 -1.534402 -2.481502
 53800.000000 1.210601 -1.521564 -2.410137
 53900.000000 1.210515 -1.552800 -2.579890
 54000.000000 1.291992 -1.484691 -2.574058
 54100.000000 1.321170 -1.500112 -2.487724
 54200.000000 1.190296 -1.629840 -2.563484
 54300.000000 1.268416 -1.566628 -2.519685
 54400.000000 1.251377 -1.449017 -2.392368
 54500.000000 1.428019 -1.325168 -2.514106
 54600.000000 1.293483 -1.176042 -2.507002
 54700.000000 1.327955 -1.481697 -2.472670
 54800.000000 1.241232 -1.478227 -2.527013
 54900.000000 1.209922 -1.618879 -2.580649
 55000.000000 1.252042 -1.390933 -2.489588
 55100.000000 1.386490 -1.420667 -2.513910
 55200.000000 1.206797 -1.411918 -2.531752
 55300.000000 1.232039 -1.406685 -2.467586
 55400.000000 1.381701 -1.389768 -2.555857
 55500.000000 1.280260 -1.580486 -2.569542
 55600.000000 1.311926 -1.451969 -2.541338
 55700.000000 1.175538 -1.556400 -2.699293
 55800.000000 1.311386 -1.452001 -2.543553
 55900.000000 1.224459 -1.521847 -2.482531
 56000.000000 1.250122 -1.404219 -2.596380
 56100.000000 1.283894 -1.441150 -2.560844
 56200.000000 1.253919 -1.631032 -2.518466
 56300.000000 1.265333 -1.587677 -2.504704
 56400.000000 1.295833 -1.471866 -2.529980
 56500.000000 1.252318 -1.500026 -2.468146
