#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 52800.000000 0.999159 -1.587496 -2.807749
 52900.000000 1.112160 -1.510100 -2.803776
 53000.000000 1.245659 -1.448155 -2.778614
 53100.000000 1.233823 -1.557193 -2.626292
 53200.000000 1.050787 -1.806115 -2.777127
 53300.000000 1.270595 -1.347397 -2.728543
 53400.000000 1.072978 -1.336544 -2.660067
 53500.000000 1.125127 -1.602194 -2.638358
 53600.000000 1.224845 -1.497007 -2.656355
 53700.000000 1.081724 -1.427921 -2.718970
 53800.000000 1.076719 -1.510475 -2.899280
 53900.000000 1.000332 -1.654481 -2.637966
 54000.000000 1.106313 -1.434708 -2.783597
 54100.000000 0.933926 -1.540314 -2.727774
 54200.000000 1.018496 -1.695743 -3.006482
 54300.000000 1.185784 -1.397238 -2.581867
 54400.000000 1.091587 -1.575043 -2.601011
 54500.000000 1.045879 -1.559922 -2.700404
 54600.000000 1.079305 -1.492710 -2.436326
 54700.000000 1.139492 -1.401059 -2.409562
 54800.000000 1.226139 -1.419728 -2.489870
 54900.000000 1.147583 -1.423568 -2.462893
 55000.000000 1.133515 -1.263133 -2.653297
 55100.000000 1.192861 -1.550044 -2.680878
 55200.000000 1.099368 -1.640046 -2.521860
 55300.000000 0.982172 -1.595054 -2.482056
 55400.000000 1.014433 -1.622315 -2.396867
 55500.000000 1.113601 -1.664173 -2.432421
 55600.000000 1.015700 -1.693275 -2.365297
 55700.000000 1.115202 -1.386905 -2.493291
 55800.000000 1.106021 -1.646780 -2.545668
 55900.000000 1.038467 -1.737143 -2.739178
 56000.000000 1.045264 -1.599740 -2.382634
 56100.000000 1.040346 -1.595227 -2.499967
 56200.000000 1.031104 -1.603225 -2.469292
