#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 54700.000000 1.174337 -1.634497 -2.695234
 54800.000000 1.251864 -1.532739 -2.851658
 54900.000000 1.221004 -1.521532 -2.701426
 55000.000000 1.283115 -1.546682 -2.714441
 55100.000000 1.201158 -1.593060 -2.698589
 55200.000000 1.299923 -1.471975 -2.666348
 55300.000000 1.206226 -1.560635 -2.784663
 55400.000000 1.186659 -1.607549 -2.985152
 55500.000000 1.217849 -1.695018 -2.741811
 55600.000000 1.105128 -1.725580 -2.864551
 55700.000000 1.174610 -1.689010 -2.855287
 55800.000000 1.109618 -1.742461 -3.057431
 55900.000000 1.187636 -1.566073 -2.895296
 56000.000000 1.188222 -1.874067 -3.035531
 56100.000000 1.128941 -1.643409 -2.864363
 56200.000000 1.147999 -1.703552 -2.808097
