#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 30500.000000 1.232395 -1.493706 -2.860672
 30600.000000 1.200657 -1.331252 -2.854201
 30700.000000 1.304983 -1.441673 -2.826467
 30800.000000 1.150089 -1.315313 -2.971312
 30900.000000 1.171617 -1.451589 -2.814442
 31000.000000 1.127488 -1.359364 -2.830477
 31100.000000 1.250253 -1.241646 -2.841923
 31200.000000 1.317283 -1.237963 -2.906917
 31300.000000 1.149226 -1.366347 -2.754031
 31400.000000 1.168123 -1.505821 -2.864389
 31500.000000 1.262676 -1.422352 -2.819973
 31600.000000 1.372404 -1.210459 -2.749768
 31700.000000 1.316505 -1.302599 -2.738732
 31800.000000 1.223162 -1.195846 -2.618208
 31900.000000 1.433921 -1.000169 -2.915421
 32000.000000 1.369248 -1.044130 -2.555648
 32100.000000 1.187085 -1.283253 -2.607404
 32200.000000 1.125407 -1.269160 -2.749329
 32300.000000 1.235896 -1.115666 -2.860143
 32400.000000 1.171444 -1.175600 -2.991098
 32500.000000 1.176651 -1.292669 -2.629766
 32600.000000 1.252101 -1.202619 -2.820305
 32700.000000 1.215883 -1.317863 -2.763918
 32800.000000 1.257974 -1.286220 -2.843811
 32900.000000 1.326303 -1.078414 -2.638816
 33000.000000 1.309999 -1.211797 -2.709915
 33100.000000 1.530809 -1.069276 -2.535582
 33200.000000 1.307167 -1.181409 -2.789454
 33300.000000 1.358211 -1.231202 -2.811038
 33400.000000 1.288504 -1.242963 -2.571022
 33500.000000 1.352482 -1.110147 -2.674449
 33600.000000 1.327661 -1.004756 -2.577015
 33700.000000 1.464441 -1.158791 -2.828925
 33800.000000 1.399662 -1.196469 -2.950465
 33900.000000 1.431082 -1.138404 -2.868685
 34000.000000 1.467658 -1.385126 -3.000032
 34100.000000 1.305541 -1.036377 -2.857929
 34200.000000 1.443265 -1.223313 -2.929205
 34300.000000 1.416378 -1.057093 -2.655966
 34400.000000 1.328820 -1.100196 -3.018845
 34500.000000 1.223295 -1.101124 -2.975122
 34600.000000 1.365993 -0.907782 -2.888397
 34700.000000 1.306838 -1.169416 -2.873457
 34800.000000 1.375766 -0.980605 -2.827408
 34900.000000 1.526261 -0.954679 -2.827549
 35000.000000 1.500023 -1.094191 -2.720262
 35100.000000 1.231524 -1.108755 -2.903081
 35200.000000 1.374615 -1.011502 -2.969726
 35300.000000 1.142941 -1.203209 -2.925658
 35400.000000 1.201899 -1.206781 -2.712479
 35500.000000 1.399309 -1.131861 -2.816514
 35600.000000 1.177692 -1.476835 -2.900329
 35700.000000 1.268723 -1.566194 -2.814269
 35800.000000 1.258459 -1.578220 -2.881945
 35900.000000 1.298732 -1.429259 -2.983934
 36000.000000 1.161568 -1.505073 -2.843114
 36100.000000 1.243368 -1.413058 -2.868582
 36200.000000 1.299063 -1.307101 -2.909974
 36300.000000 1.309930 -1.151491 -2.769848
 36400.000000 1.313242 -1.226817 -2.863490
 36500.000000 1.479270 -1.187029 -2.541109
 36600.000000 1.371896 -1.227338 -2.640510
 36700.000000 1.255731 -1.295170 -2.725059
 36800.000000 1.179144 -1.219170 -2.642372
 36900.000000 1.272440 -1.179324 -2.699988
 37000.000000 1.345065 -1.145093 -2.725860
 37100.000000 1.300436 -1.334657 -2.645790
 37200.000000 1.225181 -1.200342 -2.943301
 37300.000000 1.225056 -1.168718 -2.753706
 37400.000000 1.230178 -1.115382 -2.778654
 37500.000000 1.368833 -1.328767 -2.856647
 37600.000000 1.276345 -1.207151 -2.825556
 37700.000000 1.177920 -1.213940 -2.875615
 37800.000000 1.261075 -1.167007 -2.927306
 37900.000000 1.279024 -1.226228 -2.902769
 38000.000000 1.165596 -1.077105 -2.708428
 38100.000000 1.320923 -1.184839 -2.705349
 38200.000000 1.336645 -1.287892 -2.889600
 38300.000000 1.230078 -1.240364 -2.910947
 38400.000000 1.411601 -1.392501 -2.952470
 38500.000000 1.385255 -1.371802 -2.783418
 38600.000000 1.200978 -1.585104 -2.921404
 38700.000000 1.164279 -1.547111 -3.018578
 38800.000000 1.439730 -1.387736 -2.767995
 38900.000000 1.363850 -1.614870 -2.896725
 39000.000000 1.238374 -1.565431 -2.955386
 39100.000000 1.136724 -1.693706 -2.893841
 39200.000000 1.193779 -1.384898 -2.776286
 39300.000000 1.283898 -1.564068 -2.935668
 39400.000000 1.286866 -1.545022 -2.931292
 39500.000000 1.145377 -1.579409 -2.865770
 39600.000000 1.558955 -1.382947 -2.879826
 39700.000000 1.482319 -1.532845 -2.914925
 39800.000000 1.307395 -1.509189 -2.851697
 39900.000000 1.222661 -1.679164 -2.875482
 40000.000000 1.151264 -1.759527 -2.912260
 40100.000000 0.999201 -1.734316 -2.885981
 40200.000000 1.143026 -1.756597 -2.942481
 40300.000000 1.097413 -1.660947 -2.799490
 40400.000000 1.061510 -1.520860 -2.816109
 40500.000000 1.002296 -1.746667 -2.901258
 40600.000000 0.953182 -1.879436 -3.108079
 40700.000000 0.919003 -1.829972 -2.801637
 40800.000000 1.078676 -1.499030 -2.876664
 40900.000000 0.958546 -1.877644 -2.939184
 41000.000000 0.898851 -1.697416 -2.846206
 41100.000000 0.983340 -1.969445 -3.001803
 41200.000000 1.016729 -1.568227 -2.750811
 41300.000000 1.099371 -1.546669 -2.671540
 41400.000000 0.964920 -1.677159 -2.877956
 41500.000000 1.057705 -1.661304 -2.847331
 41600.000000 1.093896 -1.584912 -2.911888
 41700.000000 1.087612 -1.452418 -2.871553
 41800.000000 1.222262 -1.423902 -2.785928
 41900.000000 1.070981 -1.514056 -2.838002
 42000.000000 1.395004 -1.401962 -2.759862
 42100.000000 1.309562 -1.638190 -2.975040
 42200.000000 1.242894 -1.471433 -2.690724
 42300.000000 1.174674 -1.419849 -2.766508
 42400.000000 1.198174 -1.605615 -3.049838
 42500.000000 1.215664 -1.320763 -2.787071
 42600.000000 1.284834 -1.480183 -2.959439
 42700.000000 1.278652 -1.229556 -2.761378
 42800.000000 1.128997 -1.476447 -2.834596
 42900.000000 1.167995 -1.446007 -2.735464
 43000.000000 1.276564 -1.367935 -2.697084
 43100.000000 1.088872 -1.472533 -2.984425
 43200.000000 1.134790 -1.596971 -2.769879
 43300.000000 1.142046 -1.816334 -2.792471
 43400.000000 1.240427 -1.504120 -2.730774
 43500.000000 1.123181 -1.245459 -2.860199
 43600.000000 1.276787 -1.349842 -2.738495
 43700.000000 1.215314 -1.418233 -2.682600
 43800.000000 1.151213 -1.349796 -2.621747
 43900.000000 1.222021 -1.250766 -2.868053
 44000.000000 1.210750 -1.182423 -2.727396
 44100.000000 1.122957 -1.488071 -2.771039
 44200.000000 1.154065 -1.423625 -2.775708
 44300.000000 1.120514 -1.373293 -2.719637
 44400.000000 1.243357 -1.398188 -2.886680
 44500.000000 1.428885 -1.235742 -2.731731
 44600.000000 1.394011 -1.393961 -2.902783
 44700.000000 1.363614 -1.205414 -2.844505
 44800.000000 1.493902 -1.170198 -2.709226
 44900.000000 1.456549 -1.144011 -2.826850
 45000.000000 1.349435 -1.139514 -2.895721
 45100.000000 1.431179 -1.240423 -2.916259
 45200.000000 1.336187 -1.233387 -2.829579
 45300.000000 1.404756 -1.291073 -2.829366
 45400.000000 1.492105 -1.248914 -2.767140
 45500.000000 1.587504 -1.259554 -2.612292
 45600.000000 1.368570 -1.198739 -2.776091
 45700.000000 1.589439 -1.122879 -2.866489
 45800.000000 1.641826 -1.126152 -2.764189
 45900.000000 1.526482 -1.197472 -2.700720
 46000.000000 1.528990 -1.190509 -2.570074
 46100.000000 1.607372 -1.179555 -2.629844
 46200.000000 1.501642 -1.085957 -2.878884
 46300.000000 1.490620 -0.974719 -2.376073
 46400.000000 1.324515 -1.313373 -2.752540
 46500.000000 1.296736 -1.439852 -2.762092
 46600.000000 1.126958 -1.329319 -2.829582
 46700.000000 1.238445 -1.611410 -2.728414
 46800.000000 1.221036 -1.479329 -2.695732
 46900.000000 1.307448 -1.660027 -2.724848
 47000.000000 1.246473 -1.611829 -2.847948
 47100.000000 1.155521 -1.639707 -2.738584
 47200.000000 1.064317 -1.708609 -2.868902
 47300.000000 1.024099 -1.678509 -2.774893
 47400.000000 1.050284 -1.854654 -2.794877
 47500.000000 1.047561 -1.655547 -2.686155
 47600.000000 0.979850 -1.628524 -2.592834
 47700.000000 1.056253 -1.798441 -2.814418
 47800.000000 1.022559 -1.803311 -2.823007
 47900.000000 1.073697 -1.809017 -2.957654
 48000.000000 1.101708 -1.759868 -2.706666
 48100.000000 1.102432 -1.906151 -2.859100
 48200.000000 1.069457 -1.823577 -2.833988
 48300.000000 1.128118 -1.737676 -2.775845
 48400.000000 1.087640 -1.964472 -2.878992
 48500.000000 1.092433 -1.758210 -2.757552
 48600.000000 1.106503 -1.774040 -2.875576
 48700.000000 1.017878 -1.706787 -2.759407
 48800.000000 1.083403 -1.781009 -2.857483
 48900.000000 0.997859 -1.879469 -2.849264
 49000.000000 1.220830 -1.714222 -2.708991
 49100.000000 1.112230 -1.828709 -2.806079
 49200.000000 1.164404 -1.636915 -2.875580
 49300.000000 1.114158 -1.767527 -2.934391
 49400.000000 1.043671 -1.686116 -2.885794
 49500.000000 1.116186 -1.743955 -2.854787
 49600.000000 0.965862 -1.909901 -3.045383
 49700.000000 1.017709 -2.071873 -2.924577
 49800.000000 1.117863 -1.825528 -2.774490
 49900.000000 1.028455 -1.898403 -2.914615
 50000.000000 1.104266 -1.676633 -2.778626
 50100.000000 1.024929 -1.929178 -2.878185
 50200.000000 1.161623 -1.682037 -2.883908
 50300.000000 1.041432 -1.960673 -2.879924
 50400.000000 1.025389 -1.789684 -2.824412
 50500.000000 1.049169 -1.867572 -2.809128
 50600.000000 1.038118 -2.007579 -2.853189
 50700.000000 1.080125 -1.963583 -3.048069
 50800.000000 1.036707 -1.800339 -2.891413
 50900.000000 1.140167 -1.779340 -2.894567
 51000.000000 1.190207 -1.880775 -2.689295
 51100.000000 1.103254 -1.799846 -2.740546
 51200.000000 1.067884 -1.902424 -2.748785
 51300.000000 1.122419 -1.818328 -2.728524
 51400.000000 1.155643 -1.757890 -2.830207
 51500.000000 1.078976 -1.700439 -2.712671
 51600.000000 1.129869 -1.878552 -2.926469
 51700.000000 1.259985 -1.833542 -2.700428
 51800.000000 1.352838 -1.781673 -2.715520
 51900.000000 1.177374 -1.723851 -2.736254
 52000.000000 1.145611 -1.802347 -2.908142
 52100.000000 1.222032 -1.794133 -2.798303
 52200.000000 1.046584 -1.739467 -2.846440
 52300.000000 1.143710 -1.580291 -2.824073
 52400.000000 1.314182 -1.630399 -2.842014
 52500.000000 1.262132 -1.583190 -2.827685
 52600.000000 1.306601 -1.609328 -2.767315
 52700.000000 1.229703 -1.721656 -2.793026
 52800.000000 1.144142 -1.724666 -2.768139
 52900.000000 1.227652 -1.518633 -2.569630
 53000.000000 1.211139 -1.442548 -2.861739
 53100.000000 1.033307 -1.883272 -2.922785
